ID,Title,Year,POSTER_URL,Genres,SearchTitle
2390,Little Voice,1998,https://image.tmdb.org/t/p/w500/7VxdMxSa3BEAvGl5nLvsgpBwrZH.jpg,['Comedy'],little voice
3505,No Way Out,1987,https://image.tmdb.org/t/p/w500/lW6IHrtaATxDKYVYoQGU5sh0OVm.jpg,['Thriller'],no way out
1954,Rocky,1976,https://image.tmdb.org/t/p/w500/8kEun6U9hTddM7NEfLLCGQKU2Mp.jpg,"['Action', 'Drama']",rocky
257,Just Cause,1995,https://image.tmdb.org/t/p/w500/hbkS4UpgHcGhLlGy9YCX4WIJ4lu.jpg,"['Mystery', 'Thriller']",just cause
2696,"Dinner Game, The (Le Dîner de cons)",1998,https://image.tmdb.org/t/p/w500/jCOCdWIim6upzteYswh8BpcsKWg.jpg,['Comedy'],dinner game the le dner de cons
3717,Gone in 60 Seconds,2000,https://image.tmdb.org/t/p/w500/qYyeAodAOe4nHuzkHdN35ValzLT.jpg,"['Action', 'Crime']",gone in 60 seconds
231,Dumb & Dumber,1994,https://image.tmdb.org/t/p/w500/cvEi0xV7TUkabJGuzulhvbMjrHi.jpg,['Comedy'],dumb dumber
3681,For a Few Dollars More,1965,https://image.tmdb.org/t/p/w500/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,['Western'],for a few dollars more
508,Philadelphia,1993,https://image.tmdb.org/t/p/w500/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,['Drama'],philadelphia
2105,Tron,1982,https://image.tmdb.org/t/p/w500/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",tron
1274,Akira,1988,https://image.tmdb.org/t/p/w500/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,"['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",akira
1873,"Misérables, Les",1998,https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,['Drama'],misrables les
88,Black Sheep,1996,https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,['Comedy'],black sheep
1687,"Jackal, The",1997,https://image.tmdb.org/t/p/w500/vThgcb3JOj99yETg8WChuci4LV2.jpg,"['Action', 'Thriller']",jackal the
68,French Twist (Gazon maudit),1995,https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,"['Comedy', 'Romance']",french twist gazon maudit
2739,"Color Purple, The",1985,https://image.tmdb.org/t/p/w500/h5bqIxM8GO4TewJ0u6Rzkg58ssJ.jpg,['Drama'],color purple the
3566,"Big Kahuna, The",2000,https://image.tmdb.org/t/p/w500/sMhWWdW6V3HXFanELFA1oHdvboS.jpg,"['Comedy', 'Drama']",big kahuna the
3032,"Omega Man, The",1971,https://image.tmdb.org/t/p/w500/qlt65C43HeoDm5K5gYBtT20OeA1.jpg,['Sci-Fi'],omega man the
1296,"Room with a View, A",1986,https://image.tmdb.org/t/p/w500/6kxZUgIQu6t3m1SUXiJdWWQyVsB.jpg,"['Drama', 'Romance']",room with a view a
1449,Waiting for Guffman,1996,https://image.tmdb.org/t/p/w500/zuArI6EBpV6mExrvfnyidoOtzdf.jpg,['Comedy'],waiting for guffman
2088,Popeye,1980,https://image.tmdb.org/t/p/w500/hCCp4pESgYY6uTFARYf4UYV1BdU.jpg,"['Adventure', 'Comedy', 'Musical']",popeye
2106,Swing Kids,1993,https://image.tmdb.org/t/p/w500/o85xTgX5ByDewuYo5yOLIsP02CX.jpg,"['Drama', 'War']",swing kids
3263,White Men Can't Jump,1992,https://image.tmdb.org/t/p/w500/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg,['Comedy'],white men cant jump
209,White Man's Burden,1995,https://image.tmdb.org/t/p/w500/5MPatVYJXPYEGrd9RQiwldBBQvJ.jpg,['Drama'],white mans burden
3821,Nutty Professor II: The Klumps,2000,https://image.tmdb.org/t/p/w500/7HlhufckAoQb1yIu3FNu339Iuv4.jpg,['Comedy'],nutty professor ii the klumps
3361,Bull Durham,1988,https://image.tmdb.org/t/p/w500/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg,['Comedy'],bull durham
1298,Pink Floyd - The Wall,1982,https://image.tmdb.org/t/p/w500/gIDinNfjIJQuEc64MrQRafjADsL.jpg,"['Drama', 'Musical', 'War']",pink floyd the wall
3534,28 Days,2000,https://image.tmdb.org/t/p/w500/tlgz7Shx0UavR5pyITeJ2mUHKFI.jpg,['Comedy'],28 days
2988,Melvin and Howard,1980,https://image.tmdb.org/t/p/w500/1oN3ZQPyJcSqoj0An39FSD8VFmC.jpg,['Drama'],melvin and howard
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",1922,https://image.tmdb.org/t/p/w500/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,['Horror'],nosferatu nosferatu eine symphonie des grauens
3269,Forever Young,1992,https://image.tmdb.org/t/p/w500/eKbD77BEhhBmFD7ZE9VTi9o8r2K.jpg,"['Adventure', 'Romance', 'Sci-Fi']",forever young
1258,"Shining, The",1980,https://image.tmdb.org/t/p/w500/phkAS1MQYqxBmNkf09lwUA3VFLS.jpg,['Horror'],shining the
481,Kalifornia,1993,https://image.tmdb.org/t/p/w500/aXyA3UvVaXBoX2zq9zH7NcK5rKT.jpg,"['Drama', 'Thriller']",kalifornia
2094,"Rocketeer, The",1991,https://image.tmdb.org/t/p/w500/2tDFRESFwKww1LHRE8W1Exj9edH.jpg,"['Action', 'Adventure', 'Sci-Fi']",rocketeer the
1711,Midnight in the Garden of Good and Evil,1997,https://image.tmdb.org/t/p/w500/wjOZQfffXsNCV18vrXHLm8XUbPn.jpg,"['Comedy', 'Crime', 'Drama', 'Mystery']",midnight in the garden of good and evil
2712,Eyes Wide Shut,1999,https://image.tmdb.org/t/p/w500/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,['Drama'],eyes wide shut
2541,Cruel Intentions,1999,https://image.tmdb.org/t/p/w500/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg,['Drama'],cruel intentions
2460,"Texas Chainsaw Massacre 2, The",1986,https://image.tmdb.org/t/p/w500/cO1Dvg7k87lHSPOdumn3ddJEKdX.jpg,['Horror'],texas chainsaw massacre 2 the
1681,Mortal Kombat: Annihilation,1997,https://image.tmdb.org/t/p/w500/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,"['Action', 'Adventure']",mortal kombat annihilation
3271,Of Mice and Men,1992,https://image.tmdb.org/t/p/w500/qAHLUMZyoW3iwj2b01B2nKcePTA.jpg,['Drama'],of mice and men
953,It's a Wonderful Life,1946,https://image.tmdb.org/t/p/w500/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,['Drama'],its a wonderful life
1984,Halloween III: Season of the Witch,1983,https://image.tmdb.org/t/p/w500/WABfdeaThFYXCySGIOvRNv2sSW.jpg,['Horror'],halloween iii season of the witch
2186,Strangers on a Train,1951,https://image.tmdb.org/t/p/w500/ihC083U7ef56Ui4x0P0dobojrZ1.jpg,"['Film-Noir', 'Thriller']",strangers on a train
3298,Boiler Room,2000,https://image.tmdb.org/t/p/w500/rjm6Ps5kG5VD3EkOPozH6M0S0jS.jpg,['Drama'],boiler room
3916,Remember the Titans,2000,https://image.tmdb.org/t/p/w500/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg,['Drama'],remember the titans
237,Forget Paris,1995,https://image.tmdb.org/t/p/w500/c2RwGHqWwvh7nmRKpdIyYUWMEvP.jpg,"['Comedy', 'Romance']",forget paris
2413,Clue,1985,https://image.tmdb.org/t/p/w500/aRxbYOYHS8T73nzR8hsLousoplR.jpg,"['Comedy', 'Mystery']",clue
1093,"Doors, The",1991,https://image.tmdb.org/t/p/w500/uCDPV0QtbQkKILMzQlCUd7kDnjX.jpg,"['Drama', 'Musical']",doors the
1719,"Sweet Hereafter, The",1997,https://image.tmdb.org/t/p/w500/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,['Drama'],sweet hereafter the
2707,Arlington Road,1999,https://image.tmdb.org/t/p/w500/4yYHyZuyTTQaEZuHKS7561jXjtR.jpg,['Thriller'],arlington road
3735,Serpico,1973,https://image.tmdb.org/t/p/w500/pRagfd10PPWryFRSzLPIivfAXHJ.jpg,"['Crime', 'Drama']",serpico
952,Around the World in 80 Days,1956,https://image.tmdb.org/t/p/w500/j0IVBeLturX6bOreC3n3xdabt87.jpg,"['Adventure', 'Comedy']",around the world in 80 days
3250,Alive,1993,https://image.tmdb.org/t/p/w500/uQACcCZqd7WCTRin9xRIW5gr1bd.jpg,['Drama'],alive
2815,Iron Eagle,1986,https://image.tmdb.org/t/p/w500/8NJrLRX1RdKUNU4mhRQ8nLr6bMX.jpg,"['Action', 'War']",iron eagle
3100,"River Runs Through It, A",1992,https://image.tmdb.org/t/p/w500/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg,['Drama'],river runs through it a
2919,Year of Living Dangerously,1982,https://image.tmdb.org/t/p/w500/y9GIM95xWWU4urqqu0kziby0Ykg.jpg,"['Drama', 'Romance']",year of living dangerously
1824,Homegrown,1998,https://image.tmdb.org/t/p/w500/feQeYHriKLCjzkUEjg4D81ggyYs.jpg,"['Comedy', 'Thriller']",homegrown
2321,Pleasantville,1998,https://image.tmdb.org/t/p/w500/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg,['Comedy'],pleasantville
2792,Airplane II: The Sequel,1982,https://image.tmdb.org/t/p/w500/zs7Pjyabt0fwe2XqIx0gnF9Q4np.jpg,['Comedy'],airplane ii the sequel
1693,Amistad,1997,https://image.tmdb.org/t/p/w500/6QqNyIHKow0jngiQgTNBOBrLILM.jpg,['Drama'],amistad
915,Sabrina,1954,https://image.tmdb.org/t/p/w500/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg,"['Comedy', 'Romance']",sabrina
2612,Mildred Pierce,1945,https://image.tmdb.org/t/p/w500/iSXi0xvPUPwEI2xxWZrcKJXpUYc.jpg,['Drama'],mildred pierce
1033,"Fox and the Hound, The",1981,https://image.tmdb.org/t/p/w500/uTrVvEtN4Gq7l0Zxd8KRYyiTvm3.jpg,"['Animation', ""Children's""]",fox and the hound the
1303,"Man Who Would Be King, The",1975,https://image.tmdb.org/t/p/w500/gc5fS9UfNrGm5cBlbAI560YbDSF.jpg,['Adventure'],man who would be king the
252,I.Q.,1994,https://image.tmdb.org/t/p/w500/1dLR9LX4O8DSyaU5OR3N0472IR.jpg,"['Comedy', 'Romance']",iq
3598,Hamlet,2000,https://image.tmdb.org/t/p/w500/yL1rYMHlqZtZVESxEWLsaneXq86.jpg,['Drama'],hamlet
1267,"Manchurian Candidate, The",1962,https://image.tmdb.org/t/p/w500/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,"['Film-Noir', 'Thriller']",manchurian candidate the
3764,F/X 2,1992,https://image.tmdb.org/t/p/w500/dxfR8JnfabPi7YUg4PFsuAa7geW.jpg,"['Action', 'Crime', 'Thriller']",fx 2
1672,"Rainmaker, The",1997,https://image.tmdb.org/t/p/w500/twLGHXPjQtS8UyVGp5GXmhJiTM7.jpg,['Drama'],rainmaker the
1126,Drop Dead Fred,1991,https://image.tmdb.org/t/p/w500/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg,"['Comedy', 'Fantasy']",drop dead fred
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",1970,https://image.tmdb.org/t/p/w500/jl7F7vtcO1TufR1U9TcdYlWpH6M.jpg,['Drama'],garden of finzicontini the giardino dei finzicontini il
1929,Grand Hotel,1932,https://image.tmdb.org/t/p/w500/g8xrpXJWzz91R4jL8ybMKMValB2.jpg,['Drama'],grand hotel
2473,Soul Man,1986,https://image.tmdb.org/t/p/w500/d6jh6qiowC4QHePBgpy7Zrytbba.jpg,['Comedy'],soul man
3861,"Replacements, The",2000,https://image.tmdb.org/t/p/w500/6qerI41HqkdRlio1sG0d5HLZcFN.jpg,['Comedy'],replacements the
2269,Indecent Proposal,1993,https://image.tmdb.org/t/p/w500/a39WoiTJEG5kNLIrr3kOMwg3LFg.jpg,['Drama'],indecent proposal
1327,"Amityville Horror, The",1979,https://image.tmdb.org/t/p/w500/7VMscq0659xKmcXzd86de1DGV4W.jpg,['Horror'],amityville horror the
3759,Fun and Fancy Free,1947,https://image.tmdb.org/t/p/w500/zBMBHx7JrHIB6U4wYT3q0yvwQuP.jpg,"['Animation', ""Children's"", 'Musical']",fun and fancy free
1863,Major League: Back to the Minors,1998,https://image.tmdb.org/t/p/w500/bV0Dpx5zAy2TbOzOFSCEBSGcakJ.jpg,['Comedy'],major league back to the minors
2072,"'burbs, The",1989,https://image.tmdb.org/t/p/w500/jwYKzJS0C3A711hmg1G4ptI0InF.jpg,['Comedy'],burbs the
2363,Godzilla (Gojira),1954,https://image.tmdb.org/t/p/w500/bD398HQ0K9zTMF1s0DWlAB0K144.jpg,"['Action', 'Sci-Fi']",godzilla gojira
631,All Dogs Go to Heaven 2,1996,https://image.tmdb.org/t/p/w500/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg,"['Animation', ""Children's"", 'Musical']",all dogs go to heaven 2
551,"Nightmare Before Christmas, The",1993,https://image.tmdb.org/t/p/w500/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,"[""Children's"", 'Comedy', 'Musical']",nightmare before christmas the
2104,Tex,1982,https://image.tmdb.org/t/p/w500/7WIIIZJ1iv2UCbYDiLHeGr1LOGV.jpg,['Drama'],tex
2086,One Magic Christmas,1985,https://image.tmdb.org/t/p/w500/kiKa6GhHDPRLgo4VAFRmeMBrvdB.jpg,"['Drama', 'Fantasy']",one magic christmas
3090,Matewan,1987,https://image.tmdb.org/t/p/w500/cESTph19WGOoOPjpqjyl7mPdL3T.jpg,['Drama'],matewan
461,Go Fish,1994,https://image.tmdb.org/t/p/w500/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,"['Drama', 'Romance']",go fish
2946,Help!,1965,https://image.tmdb.org/t/p/w500/iSfXaWMAvdlidvFd1g4p5nzVogE.jpg,"['Comedy', 'Musical']",help
3285,"Beach, The",2000,https://image.tmdb.org/t/p/w500/ksl1d50FUHaqNuNnmHSNdPrYyYl.jpg,"['Adventure', 'Drama']",beach the
909,"Apartment, The",1960,https://image.tmdb.org/t/p/w500/8EWKKGnAQPdTXhr2aRde1aLwPQn.jpg,"['Comedy', 'Drama']",apartment the
1077,Sleeper,1973,https://image.tmdb.org/t/p/w500/vVpUfsHuZecO7FlCtDBQd2ullyq.jpg,"['Comedy', 'Sci-Fi']",sleeper
2953,Home Alone 2: Lost in New York,1992,https://image.tmdb.org/t/p/w500/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,"[""Children's"", 'Comedy']",home alone 2 lost in new york
2237,Without Limits,1998,https://image.tmdb.org/t/p/w500/2HoKVqCzVOez7DEwHApc73bKobg.jpg,['Drama'],without limits
755,Kim,1950,https://image.tmdb.org/t/p/w500/koPgzZ60Kd2JI6uxJQ1pD06cIf6.jpg,"[""Children's"", 'Drama']",kim
3173,Any Given Sunday,1999,https://image.tmdb.org/t/p/w500/bysZeUvSPZPJnku4qkHF34CdgMG.jpg,['Drama'],any given sunday
3102,Jagged Edge,1985,https://image.tmdb.org/t/p/w500/wHYjo3NLc293ZEXVSGhRIUr3Iqi.jpg,['Thriller'],jagged edge
1483,Crash,1996,https://image.tmdb.org/t/p/w500/86BdPC6RDX88NC880pLidKn2LCj.jpg,"['Drama', 'Thriller']",crash
1894,Six Days Seven Nights,1998,https://image.tmdb.org/t/p/w500/fzWrrCzRa16v51TXAUuT6Wendw7.jpg,"['Adventure', 'Comedy', 'Romance']",six days seven nights
2808,Universal Soldier,1992,https://image.tmdb.org/t/p/w500/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg,"['Action', 'Sci-Fi']",universal soldier
637,Sgt. Bilko,1996,https://image.tmdb.org/t/p/w500/q4zmVdQq35ZBj8uyxsU2RCPOQxo.jpg,['Comedy'],sgt bilko
471,"Hudsucker Proxy, The",1994,https://image.tmdb.org/t/p/w500/9NAG5aAprmytPnm6Ea8tG1w5caB.jpg,"['Comedy', 'Romance']",hudsucker proxy the
497,Much Ado About Nothing,1993,https://image.tmdb.org/t/p/w500/kDUEegV4P8odhUTjHE2e2kWMZo3.jpg,"['Comedy', 'Romance']",much ado about nothing
2078,"Jungle Book, The",1967,https://image.tmdb.org/t/p/w500/a0vfM3bHpftyVvgp452FT1U58N8.jpg,"['Animation', ""Children's"", 'Comedy', 'Musical']",jungle book the
82,Antonia's Line (Antonia),1995,https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,['Drama'],antonias line antonia
2412,Rocky V,1990,https://image.tmdb.org/t/p/w500/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,"['Action', 'Drama']",rocky v
3503,Solaris (Solyaris),1972,https://image.tmdb.org/t/p/w500/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg,"['Drama', 'Sci-Fi']",solaris solyaris
3720,Sunshine,1999,https://image.tmdb.org/t/p/w500/8kX6xmEwz0RpEJkeWjXTkxbOCAp.jpg,['Drama'],sunshine
1950,In the Heat of the Night,1967,https://image.tmdb.org/t/p/w500/fvqHTabYej3LwzKRRZCm6jV3g0O.jpg,"['Drama', 'Mystery']",in the heat of the night
2144,Sixteen Candles,1984,https://image.tmdb.org/t/p/w500/hgIDeDxu21fxoqfvBKMN0K7pLmU.jpg,['Comedy'],sixteen candles
2043,Darby O'Gill and the Little People,1959,https://image.tmdb.org/t/p/w500/2SB5yYMIk3wIgkcJ3k2KwCrRtIB.jpg,"['Adventure', ""Children's"", 'Fantasy']",darby ogill and the little people
2098,Son of Flubber,1963,https://image.tmdb.org/t/p/w500/9k3DwDpQeLN4sZ7hWnWII9DcQXA.jpg,"[""Children's"", 'Comedy']",son of flubber
2155,"Slums of Beverly Hills, The",1998,,['Comedy'],slums of beverly hills the
3476,Jacob's Ladder,1990,https://image.tmdb.org/t/p/w500/wIlmYRxrIVBo90ITVBCCbTqUZE3.jpg,"['Horror', 'Mystery', 'Thriller']",jacobs ladder
1986,Halloween 5: The Revenge of Michael Myers,1989,https://image.tmdb.org/t/p/w500/rYvP6yMXCIVHnkVtwGaAXFmpzkB.jpg,['Horror'],halloween 5 the revenge of michael myers
3019,Drugstore Cowboy,1989,https://image.tmdb.org/t/p/w500/2bQXK39axyedUL6DE1pzdMYgAw1.jpg,"['Crime', 'Drama']",drugstore cowboy
543,So I Married an Axe Murderer,1993,https://image.tmdb.org/t/p/w500/nBvz8zE0uxMSQXWhMlyBoreDFiW.jpg,"['Comedy', 'Romance', 'Thriller']",so i married an axe murderer
3697,Predator 2,1990,https://image.tmdb.org/t/p/w500/83X4VwY9sdSJykskmsplIVG0a4h.jpg,"['Action', 'Sci-Fi', 'Thriller']",predator 2
2409,Rocky II,1979,https://image.tmdb.org/t/p/w500/nMaiiu0CzT77U4JZkUYV7KqdAjK.jpg,"['Action', 'Drama']",rocky ii
3499,Misery,1990,https://image.tmdb.org/t/p/w500/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg,['Horror'],misery
921,My Favorite Year,1982,https://image.tmdb.org/t/p/w500/xksAhZJx1WmHM03OaePNe9IiEBt.jpg,['Comedy'],my favorite year
2664,Invasion of the Body Snatchers,1956,https://image.tmdb.org/t/p/w500/5oNHdVo0vTsaC47Jv2Wb4eeo4V4.jpg,"['Horror', 'Sci-Fi']",invasion of the body snatchers
1552,Con Air,1997,https://image.tmdb.org/t/p/w500/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,"['Action', 'Adventure', 'Thriller']",con air
3083,All About My Mother (Todo Sobre Mi Madre),1999,https://image.tmdb.org/t/p/w500/hjQhzhkGYXPNM96k0mOgob6HMmn.jpg,"['Comedy', 'Drama']",all about my mother todo sobre mi madre
913,"Maltese Falcon, The",1941,https://image.tmdb.org/t/p/w500/bf4o6Uzw5wqLjdKwRuiDrN1xyvl.jpg,"['Film-Noir', 'Mystery']",maltese falcon the
516,Renaissance Man,1994,https://image.tmdb.org/t/p/w500/iPRtaSfN8gNWFclgrcg5oD3V41i.jpg,"['Comedy', 'Drama', 'War']",renaissance man
1955,Kramer Vs. Kramer,1979,https://image.tmdb.org/t/p/w500/6IVQjDTbr7pXx2AR8jovbYwpyiF.jpg,['Drama'],kramer vs kramer
2863,"Hard Day's Night, A",1964,https://image.tmdb.org/t/p/w500/6Ulsccp2VkaVU5qbya3bxm9JG4x.jpg,"['Comedy', 'Musical']",hard days night a
435,Coneheads,1993,https://image.tmdb.org/t/p/w500/4eHnstayi28SCHv8ATcISFEv1Rl.jpg,"['Comedy', 'Sci-Fi']",coneheads
1702,Flubber,1997,https://image.tmdb.org/t/p/w500/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg,"[""Children's"", 'Comedy', 'Fantasy']",flubber
2826,"13th Warrior, The",1999,https://image.tmdb.org/t/p/w500/pj1IQQ7ajwaOrjjTCxyM1L4mSnX.jpg,"['Action', 'Horror', 'Thriller']",13th warrior the
19,Ace Ventura: When Nature Calls,1995,https://image.tmdb.org/t/p/w500/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,['Comedy'],ace ventura when nature calls
196,Species,1995,https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,"['Horror', 'Sci-Fi']",species
969,"African Queen, The",1951,https://image.tmdb.org/t/p/w500/hiw4vkWKjIEgprprlBlqbot2f0E.jpg,"['Action', 'Adventure', 'Romance', 'War']",african queen the
2188,54,1998,https://image.tmdb.org/t/p/w500/gLjt54vow8CEOHdgRkQCyXwbq52.jpg,['Drama'],54
1972,"Nightmare on Elm Street 5: The Dream Child, A",1989,https://image.tmdb.org/t/p/w500/6Mrk5SK017PjjOIokUbmX8Qkzf1.jpg,['Horror'],nightmare on elm street 5 the dream child a
1633,Ulee's Gold,1997,https://image.tmdb.org/t/p/w500/wMpZ7U7A0QHJptR9L573V3Y7SI0.jpg,['Drama'],ulees gold
3576,"Hidden, The",1987,https://image.tmdb.org/t/p/w500/thWAdfTM9JLCb9w2ShBH2gUByIA.jpg,"['Action', 'Horror', 'Sci-Fi']",hidden the
747,"Stupids, The",1996,https://image.tmdb.org/t/p/w500/uR0EPkE66y2DU21NOZAu6xtfpQL.jpg,['Comedy'],stupids the
2392,Jack Frost,1998,https://image.tmdb.org/t/p/w500/rky3WOB9AZ4fELooSKWwmO9qRQq.jpg,"['Comedy', 'Drama']",jack frost
1759,Four Days in September,1997,https://image.tmdb.org/t/p/w500/zkA5riIdjtanpSoTNh3icKNjACZ.jpg,['Drama'],four days in september
1078,Bananas,1971,https://image.tmdb.org/t/p/w500/gK11RUXspxqty0Wq6KoV8J0crKO.jpg,"['Comedy', 'War']",bananas
3604,Gypsy,1962,https://image.tmdb.org/t/p/w500/2VTBGuUojvyVWeFEFVxBWkMS78l.jpg,['Musical'],gypsy
2282,Pecker,1998,https://image.tmdb.org/t/p/w500/ox6Myr2r36zr7aqnisQGZp2EW33.jpg,"['Comedy', 'Drama']",pecker
1678,"Joy Luck Club, The",1993,https://image.tmdb.org/t/p/w500/s1Sk0hhVARNs7i9wqRHqbCriu8n.jpg,['Drama'],joy luck club the
1095,Glengarry Glen Ross,1992,https://image.tmdb.org/t/p/w500/nGZCeCfNseq1ee3cJLBp0rH0djT.jpg,['Drama'],glengarry glen ross
3404,Titanic,1953,https://image.tmdb.org/t/p/w500/rEPzO9I6LCk6Mxg1X4BsBk6oA3V.jpg,"['Action', 'Drama']",titanic
21,Get Shorty,1995,https://image.tmdb.org/t/p/w500/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,"['Action', 'Comedy', 'Drama']",get shorty
2033,"Black Cauldron, The",1985,https://image.tmdb.org/t/p/w500/ef11J5KGMp26kEzeg8ghAKeB65C.jpg,"['Animation', ""Children's""]",black cauldron the
3446,Funny Bones,1995,https://image.tmdb.org/t/p/w500/yGY053q9WlgaZzji50ZHK3p8VIy.jpg,['Comedy'],funny bones
1336,Body Parts,1991,https://image.tmdb.org/t/p/w500/8hFSFiLMy0wnyVaaJ4EHFlPD1yf.jpg,['Horror'],body parts
1594,In the Company of Men,1997,https://image.tmdb.org/t/p/w500/1gPJ4H4TbGAiuEA6pFalFtqA0eL.jpg,['Drama'],in the company of men
2134,Weird Science,1985,https://image.tmdb.org/t/p/w500/jaEauZd2joSAKn42D83gm3S0y3F.jpg,['Comedy'],weird science
3274,Single White Female,1992,https://image.tmdb.org/t/p/w500/2B6spN9XvzbK9hKDQtvTa4wVoys.jpg,['Action'],single white female
956,Penny Serenade,1941,https://image.tmdb.org/t/p/w500/7MC1fE5FSEIP9xf0N2VD68zRKv2.jpg,"['Drama', 'Romance']",penny serenade
2641,Superman II,1980,https://image.tmdb.org/t/p/w500/3xk5cno9BHcnwc97XO9k21aI1Zi.jpg,"['Action', 'Adventure', 'Sci-Fi']",superman ii
2849,Queens Logic,1991,https://image.tmdb.org/t/p/w500/3hFeEhS6xr7f0JUNu5m0okitJai.jpg,"['Comedy', 'Drama']",queens logic
3075,Repulsion,1965,https://image.tmdb.org/t/p/w500/dtyCKEPLqv9wxyVazL4b843vtUb.jpg,['Thriller'],repulsion
1845,Zero Effect,1998,https://image.tmdb.org/t/p/w500/yFALvZFwqnh5ESarNoVd5KtizCo.jpg,"['Comedy', 'Thriller']",zero effect
2146,St. Elmo's Fire,1985,https://image.tmdb.org/t/p/w500/g2SL3XHJas7hebZ2hhTrYLpKToD.jpg,"['Drama', 'Romance']",st elmos fire
3923,Return of the Fly,1959,https://image.tmdb.org/t/p/w500/a6w010kxAZfr0wsW7OiZgvkMwtN.jpg,"['Horror', 'Sci-Fi']",return of the fly
3548,Auntie Mame,1958,https://image.tmdb.org/t/p/w500/uH810rwkYEbUaV6IlwTaAExbXUm.jpg,"['Comedy', 'Drama']",auntie mame
678,Some Folks Call It a Sling Blade,1993,https://image.tmdb.org/t/p/w500/zP5jcbckIq4yWzGq6n2TkCPIGIC.jpg,"['Drama', 'Thriller']",some folks call it a sling blade
1840,He Got Game,1998,https://image.tmdb.org/t/p/w500/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg,['Drama'],he got game
2355,"Bug's Life, A",1998,https://image.tmdb.org/t/p/w500/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,"['Animation', ""Children's"", 'Comedy']",bugs life a
416,Bad Girls,1994,https://image.tmdb.org/t/p/w500/cXY79luLXt2dzUP2Tx601zpZFzK.jpg,['Western'],bad girls
1248,Touch of Evil,1958,https://image.tmdb.org/t/p/w500/2YommRN5p7mX6b3Npk1bg9vCMJ9.jpg,"['Crime', 'Film-Noir', 'Thriller']",touch of evil
52,Mighty Aphrodite,1995,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg,['Comedy'],mighty aphrodite
3496,Madame Sousatzka,1988,https://image.tmdb.org/t/p/w500/iXBUkgTfFzT9OC9B4egsF0rSAPr.jpg,['Drama'],madame sousatzka
2775,Head On,1998,https://image.tmdb.org/t/p/w500/9L5BBJiXZss58EBcbw0l4holdzZ.jpg,['Drama'],head on
249,Immortal Beloved,1994,https://image.tmdb.org/t/p/w500/lkqz2R5pjXeDaiIjR3Z6JTGjtg6.jpg,"['Drama', 'Romance']",immortal beloved
69,Friday,1995,https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg,['Comedy'],friday
708,"Truth About Cats & Dogs, The",1996,https://image.tmdb.org/t/p/w500/iECTzpGdAMrkEeoYvuYsCxdmW2G.jpg,"['Comedy', 'Romance']",truth about cats dogs the
